label,night_avg,total_avg,gaming_ratio,social_ratio,weekend_ratio
Sıkı Oyuncu,29.48,160.82,0.626,0.161,1.152
Sıkı Oyuncu,33.95,177.19,0.538,0.196,0.989
Sıkı Oyuncu,19.58,257.15,0.662,0.186,1.057
Sıkı Oyuncu,36.99,94.48,0.647,0.211,1.133
Sıkı Oyuncu,30.82,152.07,0.398,0.187,1.046
Sıkı Oyuncu,28.41,181.19,0.642,0.179,0.989
Sıkı Oyuncu,23.94,198.32,0.699,0.159,1.095
Sıkı Oyuncu,14.79,120.10,0.419,0.212,1.146
Sıkı Oyuncu,37.78,166.54,0.583,0.188,1.000
Sıkı Oyuncu,33.65,133.45,0.455,0.134,1.081
Sıkı Oyuncu,20.87,206.77,0.547,0.196,1.060
Sıkı Oyuncu,32.24,187.80,0.428,0.253,1.075
Sıkı Oyuncu,27.64,180.79,0.522,0.172,1.076
Sıkı Oyuncu,25.32,97.88,0.631,0.188,0.923
Sıkı Oyuncu,28.39,182.09,0.591,0.244,1.126
Sıkı Oyuncu,33.30,147.11,0.577,0.182,1.154
Sıkı Oyuncu,27.64,153.28,0.693,0.254,1.091
Sıkı Oyuncu,32.22,133.56,0.612,0.186,1.046
Sıkı Oyuncu,24.82,143.92,0.520,0.206,0.986
Sıkı Oyuncu,25.72,109.56,0.495,0.204,0.918
Sıkı Oyuncu,16.25,129.24,0.664,0.154,1.012
Sıkı Oyuncu,42.60,136.79,0.470,0.166,1.037
Sıkı Oyuncu,30.64,177.59,0.627,0.143,0.955
Sıkı Oyuncu,30.13,165.13,0.709,0.134,0.991
Sıkı Oyuncu,25.98,107.75,0.444,0.134,1.074
Sıkı Oyuncu,21.50,176.23,0.725,0.260,0.966
Sıkı Oyuncu,31.00,188.61,0.546,0.196,1.166
Sıkı Oyuncu,23.01,149.69,0.458,0.184,1.102
Sıkı Oyuncu,23.93,160.24,0.467,0.162,1.059
Sıkı Oyuncu,26.82,175.72,0.484,0.178,1.126
Sıkı Oyuncu,40.41,139.83,0.596,0.296,0.999
Sıkı Oyuncu,27.09,143.74,0.513,0.295,1.249
Sıkı Oyuncu,30.92,144.02,0.564,0.260,1.030
Sıkı Oyuncu,33.60,201.13,0.428,0.182,1.064
Sıkı Oyuncu,21.94,218.97,0.729,0.197,1.054
Sıkı Oyuncu,17.81,229.30,0.529,0.183,1.054
Sıkı Oyuncu,30.64,195.25,0.523,0.202,1.056
Sıkı Oyuncu,27.54,183.09,0.573,0.234,0.991
Sıkı Oyuncu,22.87,210.58,0.411,0.116,0.983
Sıkı Oyuncu,34.44,210.00,0.580,0.139,0.938
Sıkı Oyuncu,23.25,228.90,0.516,0.169,1.126
Sıkı Oyuncu,27.90,164.02,0.492,0.167,0.877
Sıkı Oyuncu,20.01,211.55,0.595,0.258,1.047
Sıkı Oyuncu,30.02,169.43,0.602,0.144,0.904
Sıkı Oyuncu,22.05,194.69,0.497,0.236,1.076
Sıkı Oyuncu,26.13,172.02,0.521,0.149,1.106
Sıkı Oyuncu,29.18,142.13,0.482,0.153,0.996
Sıkı Oyuncu,46.35,162.72,0.553,0.151,1.073
Sıkı Oyuncu,23.68,208.86,0.511,0.228,0.982
Sıkı Oyuncu,24.72,135.65,0.559,0.216,1.036
Sıkı Oyuncu,28.49,130.83,0.546,0.225,1.088
Sıkı Oyuncu,26.49,161.71,0.588,0.224,0.995
Sıkı Oyuncu,32.16,173.80,0.560,0.205,1.040
Sıkı Oyuncu,25.85,194.99,0.650,0.129,1.086
Sıkı Oyuncu,36.15,248.59,0.501,0.256,1.103
Sıkı Oyuncu,30.41,154.39,0.552,0.197,1.144
Sıkı Oyuncu,18.28,163.13,0.451,0.243,0.896
Sıkı Oyuncu,27.46,194.63,0.627,0.138,0.979
Sıkı Oyuncu,33.49,154.63,0.466,0.268,1.053
Sıkı Oyuncu,34.05,143.74,0.514,0.220,1.011
Sıkı Oyuncu,29.57,159.03,0.437,0.185,1.011
Sıkı Oyuncu,21.84,161.26,0.519,0.077,1.016
Sıkı Oyuncu,34.24,186.77,0.554,0.157,1.035
Sıkı Oyuncu,27.15,193.49,0.477,0.189,0.998
Sıkı Oyuncu,28.32,205.53,0.592,0.229,1.114
Sıkı Oyuncu,29.71,151.70,0.582,0.189,1.092
Sıkı Oyuncu,33.87,218.07,0.686,0.210,1.101
Sıkı Oyuncu,32.84,125.92,0.532,0.219,1.109
Sıkı Oyuncu,29.00,127.14,0.488,0.077,1.063
Sıkı Oyuncu,29.89,216.67,0.586,0.176,1.137
Sıkı Oyuncu,24.48,80.24,0.535,0.186,1.044
Sıkı Oyuncu,32.93,258.23,0.526,0.159,1.091
Sıkı Oyuncu,27.40,181.74,0.568,0.206,1.059
Sıkı Oyuncu,39.21,143.50,0.647,0.240,1.182
Sıkı Oyuncu,30.80,160.37,0.408,0.144,0.901
Sıkı Oyuncu,30.62,195.30,0.576,0.271,1.010
Sıkı Oyuncu,27.72,153.51,0.391,0.251,1.097
Sıkı Oyuncu,18.92,159.66,0.522,0.153,1.102
Sıkı Oyuncu,23.79,156.13,0.595,0.172,1.195
Sosyal Medya Tutkunu,25.32,150.82,0.187,0.563,0.953
Sosyal Medya Tutkunu,32.37,210.31,0.165,0.462,1.046
Sosyal Medya Tutkunu,9.99,183.80,0.145,0.438,1.068
Sosyal Medya Tutkunu,28.62,183.56,0.218,0.558,1.070
Sosyal Medya Tutkunu,19.71,174.38,0.149,0.465,1.088
Sosyal Medya Tutkunu,31.38,175.22,0.177,0.568,0.998
Sosyal Medya Tutkunu,13.51,148.57,0.153,0.444,1.126
Sosyal Medya Tutkunu,23.42,166.52,0.196,0.588,1.014
Sosyal Medya Tutkunu,29.80,187.11,0.150,0.573,1.061
Sosyal Medya Tutkunu,34.76,139.43,0.133,0.667,1.009
Sosyal Medya Tutkunu,22.87,176.76,0.057,0.559,1.033
Sosyal Medya Tutkunu,18.98,136.01,0.148,0.718,1.024
Sosyal Medya Tutkunu,19.95,180.87,0.164,0.546,1.124
Sosyal Medya Tutkunu,26.60,157.44,0.105,0.464,1.046
Sosyal Medya Tutkunu,12.86,153.91,0.144,0.512,1.008
Sosyal Medya Tutkunu,21.05,166.25,0.285,0.754,1.044
Sosyal Medya Tutkunu,23.70,178.37,0.251,0.587,0.913
Sosyal Medya Tutkunu,24.77,174.13,0.158,0.616,0.979
Sosyal Medya Tutkunu,33.47,161.26,0.177,0.559,1.092
Sosyal Medya Tutkunu,18.97,182.06,0.126,0.628,0.977
Sosyal Medya Tutkunu,29.20,214.48,0.144,0.581,1.110
Sosyal Medya Tutkunu,16.63,182.43,0.223,0.380,0.955
Sosyal Medya Tutkunu,29.06,184.98,0.276,0.533,1.029
Sosyal Medya Tutkunu,24.79,192.80,0.222,0.631,0.944
Sosyal Medya Tutkunu,18.16,170.04,0.108,0.566,1.001
Sosyal Medya Tutkunu,34.66,124.30,0.222,0.666,0.873
Sosyal Medya Tutkunu,28.06,154.44,0.058,0.409,1.041
Sosyal Medya Tutkunu,21.87,177.24,0.182,0.556,0.900
Sosyal Medya Tutkunu,32.02,204.42,0.205,0.525,1.074
Sosyal Medya Tutkunu,23.08,183.97,0.240,0.712,1.081
Sosyal Medya Tutkunu,22.13,166.06,0.153,0.567,0.897
Sosyal Medya Tutkunu,28.34,152.97,0.148,0.718,0.991
Sosyal Medya Tutkunu,34.70,185.37,0.204,0.512,0.784
Sosyal Medya Tutkunu,29.20,207.54,0.116,0.487,1.087
Sosyal Medya Tutkunu,30.91,158.85,0.148,0.434,0.950
Sosyal Medya Tutkunu,25.66,179.87,0.112,0.573,1.080
Sosyal Medya Tutkunu,19.02,146.22,0.207,0.520,0.922
Sosyal Medya Tutkunu,29.03,159.27,0.175,0.585,0.881
Sosyal Medya Tutkunu,17.27,143.21,0.178,0.610,0.989
Sosyal Medya Tutkunu,17.90,163.62,0.170,0.593,1.066
Sosyal Medya Tutkunu,18.21,133.12,0.084,0.539,0.977
Sosyal Medya Tutkunu,15.61,148.30,0.216,0.524,0.984
Sosyal Medya Tutkunu,22.03,185.23,0.164,0.507,1.000
Sosyal Medya Tutkunu,25.72,183.82,0.213,0.466,1.039
Sosyal Medya Tutkunu,26.66,188.23,0.149,0.601,1.031
Sosyal Medya Tutkunu,28.25,169.40,0.166,0.580,0.873
Sosyal Medya Tutkunu,21.66,129.47,0.178,0.485,1.124
Sosyal Medya Tutkunu,33.95,201.03,0.205,0.567,1.082
Sosyal Medya Tutkunu,25.76,121.76,0.247,0.588,0.965
Sosyal Medya Tutkunu,19.57,170.03,0.212,0.500,1.150
Sosyal Medya Tutkunu,24.09,137.96,0.168,0.551,1.065
Sosyal Medya Tutkunu,19.93,153.41,0.108,0.612,0.893
Sosyal Medya Tutkunu,19.83,161.23,0.138,0.625,0.978
Sosyal Medya Tutkunu,28.82,150.33,0.173,0.582,0.939
Sosyal Medya Tutkunu,26.56,169.71,0.129,0.653,1.067
Sosyal Medya Tutkunu,19.83,132.34,0.221,0.531,0.990
Sosyal Medya Tutkunu,35.56,128.45,0.150,0.362,0.946
Sosyal Medya Tutkunu,28.43,120.03,0.105,0.557,0.913
Sosyal Medya Tutkunu,21.07,162.50,0.200,0.485,1.031
Sosyal Medya Tutkunu,25.05,189.30,0.161,0.575,0.898
Sosyal Medya Tutkunu,20.81,155.83,0.173,0.627,1.050
Sosyal Medya Tutkunu,22.84,188.66,0.219,0.701,0.990
Sosyal Medya Tutkunu,27.50,179.28,0.214,0.500,1.081
Sosyal Medya Tutkunu,28.08,149.25,0.145,0.617,0.994
Sosyal Medya Tutkunu,27.50,160.84,0.264,0.669,1.004
Sosyal Medya Tutkunu,26.47,224.71,0.171,0.452,0.920
Sosyal Medya Tutkunu,26.18,139.88,0.182,0.616,1.001
Sosyal Medya Tutkunu,18.74,149.33,0.193,0.539,0.997
Sosyal Medya Tutkunu,19.47,169.33,0.073,0.493,0.894
Sosyal Medya Tutkunu,24.40,166.12,0.151,0.346,0.996
Sosyal Medya Tutkunu,24.45,186.08,0.149,0.677,1.089
Sosyal Medya Tutkunu,27.52,161.76,0.291,0.599,1.064
Sosyal Medya Tutkunu,21.55,162.88,0.169,0.550,1.085
Sosyal Medya Tutkunu,20.07,198.19,0.255,0.590,1.031
Sosyal Medya Tutkunu,25.57,155.14,0.174,0.468,0.885
Sosyal Medya Tutkunu,28.71,200.11,0.205,0.565,1.132
Sosyal Medya Tutkunu,22.88,172.72,0.218,0.662,1.068
Sosyal Medya Tutkunu,34.51,175.14,0.159,0.531,0.881
Sosyal Medya Tutkunu,23.26,143.03,0.258,0.516,0.966
Sosyal Medya Tutkunu,32.62,119.77,0.097,0.542,1.035
Sosyal Medya Tutkunu,24.83,177.05,0.201,0.553,0.990
Sosyal Medya Tutkunu,37.43,148.85,0.184,0.540,1.046
Sosyal Medya Tutkunu,37.03,178.59,0.180,0.607,0.995
Sosyal Medya Tutkunu,20.45,205.35,0.206,0.524,1.062
Sosyal Medya Tutkunu,20.70,155.99,0.096,0.557,1.067
Sosyal Medya Tutkunu,19.18,159.64,0.211,0.541,1.076
Sosyal Medya Tutkunu,28.21,132.07,0.079,0.604,0.982
Sosyal Medya Tutkunu,16.96,159.32,0.158,0.503,1.069
Sosyal Medya Tutkunu,34.00,143.43,0.246,0.632,0.958
Sosyal Medya Tutkunu,23.37,201.57,0.245,0.460,0.939
Sosyal Medya Tutkunu,25.55,135.96,0.267,0.647,1.052
Sosyal Medya Tutkunu,32.25,173.10,0.136,0.633,0.928
Sosyal Medya Tutkunu,23.21,121.45,0.191,0.586,1.042
Sosyal Medya Tutkunu,24.85,161.07,0.201,0.389,1.054
Sosyal Medya Tutkunu,21.17,164.48,0.187,0.589,1.167
Sosyal Medya Tutkunu,30.60,145.32,0.153,0.647,0.949
Sosyal Medya Tutkunu,30.33,160.78,0.201,0.464,0.978
Sosyal Medya Tutkunu,28.61,185.17,0.233,0.548,1.044
Sosyal Medya Tutkunu,13.52,143.55,0.206,0.574,1.009
Sosyal Medya Tutkunu,13.31,171.75,0.205,0.591,1.043
Sosyal Medya Tutkunu,21.37,199.38,0.207,0.474,1.139
Sosyal Medya Tutkunu,25.56,172.15,0.128,0.594,1.119
Sosyal Medya Tutkunu,16.39,143.93,0.110,0.494,1.069
Sosyal Medya Tutkunu,33.20,115.98,0.110,0.462,0.962
Sosyal Medya Tutkunu,28.97,199.70,0.155,0.624,0.952
Sosyal Medya Tutkunu,29.64,165.16,0.133,0.647,1.003
Sosyal Medya Tutkunu,21.75,180.49,0.201,0.476,0.883
Sosyal Medya Tutkunu,23.92,122.65,0.183,0.522,1.070
Sosyal Medya Tutkunu,16.78,222.59,0.198,0.516,1.075
Sosyal Medya Tutkunu,25.30,175.58,0.240,0.435,1.024
Sosyal Medya Tutkunu,22.82,208.65,0.148,0.422,0.950
Sosyal Medya Tutkunu,30.24,192.77,0.136,0.411,1.013
Sosyal Medya Tutkunu,39.73,144.39,0.265,0.677,1.074
Sosyal Medya Tutkunu,27.22,177.39,0.164,0.514,1.077
Sosyal Medya Tutkunu,29.50,163.29,0.075,0.553,0.891
Sosyal Medya Tutkunu,31.86,131.57,0.153,0.602,1.029
Sosyal Medya Tutkunu,18.73,183.53,0.210,0.497,1.220
Sosyal Medya Tutkunu,25.91,187.30,0.192,0.607,0.989
Sosyal Medya Tutkunu,11.43,111.38,0.255,0.365,0.999
Sosyal Medya Tutkunu,35.31,164.22,0.195,0.486,0.971
Sosyal Medya Tutkunu,23.97,148.12,0.186,0.633,0.991
Sosyal Medya Tutkunu,20.84,157.01,0.172,0.469,0.964
Sosyal Medya Tutkunu,23.24,159.30,0.241,0.423,0.944
Sosyal Medya Tutkunu,26.20,154.14,0.198,0.522,1.086
Sosyal Medya Tutkunu,20.72,143.98,0.221,0.624,0.999
Sosyal Medya Tutkunu,18.59,145.73,0.190,0.545,0.961
Sosyal Medya Tutkunu,11.12,146.81,0.223,0.568,1.069
Sosyal Medya Tutkunu,27.28,193.09,0.184,0.511,0.955
Sosyal Medya Tutkunu,22.49,174.90,0.177,0.619,1.125
Sosyal Medya Tutkunu,23.92,183.65,0.163,0.721,1.062
Sosyal Medya Tutkunu,24.73,129.23,0.143,0.601,1.060
Sosyal Medya Tutkunu,21.27,137.23,0.148,0.486,1.101
Sosyal Medya Tutkunu,33.18,173.25,0.269,0.464,0.873
Sosyal Medya Tutkunu,29.22,153.16,0.296,0.398,1.190
Sosyal Medya Tutkunu,16.84,220.19,0.148,0.452,1.014
Sosyal Medya Tutkunu,24.08,159.57,0.144,0.582,0.901
Sosyal Medya Tutkunu,26.55,141.65,0.169,0.582,0.890
Sosyal Medya Tutkunu,26.05,170.16,0.117,0.403,1.096
Sosyal Medya Tutkunu,27.38,140.78,0.212,0.608,0.882
Sosyal Medya Tutkunu,36.85,156.74,0.259,0.558,0.990
Sosyal Medya Tutkunu,28.28,177.10,0.137,0.678,1.000
Sosyal Medya Tutkunu,17.81,173.35,0.215,0.732,0.937
Sosyal Medya Tutkunu,26.22,187.73,0.155,0.696,1.098
Sosyal Medya Tutkunu,36.32,192.37,0.182,0.513,1.067
Sosyal Medya Tutkunu,30.99,141.45,0.108,0.335,1.091
Sosyal Medya Tutkunu,24.95,151.08,0.092,0.498,1.015
Sosyal Medya Tutkunu,21.27,146.47,0.150,0.628,1.103
Sosyal Medya Tutkunu,31.99,157.64,0.093,0.591,0.903
Sosyal Medya Tutkunu,21.73,159.12,0.167,0.586,1.104
Sosyal Medya Tutkunu,32.51,195.74,0.226,0.549,1.027
Sosyal Medya Tutkunu,21.47,180.10,0.219,0.579,1.063
Sosyal Medya Tutkunu,38.76,200.04,0.096,0.563,0.866
Sosyal Medya Tutkunu,31.12,173.47,0.145,0.491,0.930
Sosyal Medya Tutkunu,25.70,189.77,0.153,0.561,1.090
Sosyal Medya Tutkunu,28.17,209.97,0.170,0.370,0.992
Sosyal Medya Tutkunu,29.99,148.02,0.184,0.570,0.977
Sosyal Medya Tutkunu,31.92,158.95,0.183,0.402,0.821
Sosyal Medya Tutkunu,28.98,165.98,0.099,0.571,1.054
Sosyal Medya Tutkunu,35.01,176.19,0.106,0.559,1.082
Sosyal Medya Tutkunu,25.89,172.06,0.131,0.499,1.025
Sosyal Medya Tutkunu,19.14,149.17,0.127,0.440,0.954
Sosyal Medya Tutkunu,28.77,190.15,0.121,0.454,0.999
Sosyal Medya Tutkunu,28.65,164.58,0.229,0.426,0.871
Sosyal Medya Tutkunu,13.05,177.48,0.289,0.382,0.960
Sosyal Medya Tutkunu,22.96,200.85,0.134,0.561,0.986
Sosyal Medya Tutkunu,35.27,143.52,0.246,0.572,1.013
Sosyal Medya Tutkunu,40.25,170.11,0.151,0.412,1.128
Sosyal Medya Tutkunu,20.34,223.12,0.212,0.484,0.955
Sosyal Medya Tutkunu,26.54,175.44,0.154,0.457,1.001
Sosyal Medya Tutkunu,35.45,144.63,0.150,0.553,1.021
Sosyal Medya Tutkunu,28.70,142.15,0.195,0.583,0.799
Sosyal Medya Tutkunu,22.91,169.94,0.206,0.639,0.895
Sosyal Medya Tutkunu,19.01,143.49,0.093,0.484,1.005
Sosyal Medya Tutkunu,31.79,221.77,0.172,0.470,1.052
Sosyal Medya Tutkunu,26.89,166.57,0.096,0.570,1.071
Sosyal Medya Tutkunu,26.28,151.02,0.193,0.639,1.080
Sosyal Medya Tutkunu,14.59,137.65,0.153,0.422,0.931
Sosyal Medya Tutkunu,27.74,144.66,0.188,0.487,0.879
Sosyal Medya Tutkunu,22.02,193.31,0.228,0.572,0.919
Sosyal Medya Tutkunu,27.79,170.25,0.269,0.685,1.114
Sosyal Medya Tutkunu,24.88,135.40,0.107,0.503,1.070
Sosyal Medya Tutkunu,34.76,166.46,0.126,0.559,1.138
Sosyal Medya Tutkunu,44.53,159.05,0.185,0.593,1.185
Sosyal Medya Tutkunu,14.58,173.08,0.279,0.623,0.952
Sosyal Medya Tutkunu,33.84,164.28,0.125,0.496,0.932
Sosyal Medya Tutkunu,28.31,191.91,0.228,0.566,1.217
Sosyal Medya Tutkunu,23.79,140.29,0.166,0.532,1.028
Sosyal Medya Tutkunu,13.63,160.84,0.184,0.714,0.849
Sosyal Medya Tutkunu,26.70,160.22,0.112,0.616,1.212
Sosyal Medya Tutkunu,36.96,162.19,0.167,0.620,1.107
Sosyal Medya Tutkunu,29.09,170.17,0.199,0.691,1.088
Sosyal Medya Tutkunu,37.00,172.65,0.167,0.408,0.998
Sosyal Medya Tutkunu,18.15,154.33,0.249,0.544,1.049
Sosyal Medya Tutkunu,20.97,168.05,0.213,0.554,1.055
Sosyal Medya Tutkunu,31.02,172.37,0.167,0.549,1.046
Sosyal Medya Tutkunu,18.93,120.52,0.145,0.495,1.004
Sosyal Medya Tutkunu,26.85,167.53,0.251,0.543,0.948
Sosyal Medya Tutkunu,22.50,166.03,0.169,0.516,0.845
Sosyal Medya Tutkunu,31.34,124.45,0.273,0.449,1.077
Sosyal Medya Tutkunu,34.53,126.01,0.212,0.638,1.132
Sosyal Medya Tutkunu,27.46,130.46,0.111,0.664,1.021
Sosyal Medya Tutkunu,26.81,152.52,0.275,0.539,0.974
Sosyal Medya Tutkunu,25.31,194.16,0.139,0.606,1.072
Sosyal Medya Tutkunu,18.28,141.49,0.164,0.540,1.030
Sosyal Medya Tutkunu,22.11,121.17,0.170,0.523,1.032
Sosyal Medya Tutkunu,19.93,165.03,0.195,0.545,1.162
Sosyal Medya Tutkunu,29.66,157.59,0.136,0.493,1.042
Sosyal Medya Tutkunu,38.20,190.43,0.193,0.596,1.110
Sosyal Medya Tutkunu,33.05,157.71,0.206,0.625,1.054
Sosyal Medya Tutkunu,24.85,177.35,0.149,0.477,1.002
Sosyal Medya Tutkunu,32.61,215.74,0.156,0.577,1.092
Sosyal Medya Tutkunu,22.69,161.01,0.185,0.639,0.765
Sosyal Medya Tutkunu,20.00,172.77,0.141,0.562,1.093
Sosyal Medya Tutkunu,21.70,188.45,0.249,0.538,0.974
Sosyal Medya Tutkunu,21.20,162.09,0.218,0.527,1.123
Sosyal Medya Tutkunu,28.67,199.73,0.104,0.554,1.030
Sosyal Medya Tutkunu,38.58,143.73,0.242,0.425,1.009
Sosyal Medya Tutkunu,19.38,156.76,0.143,0.622,0.904
Sosyal Medya Tutkunu,26.72,166.29,0.234,0.530,1.029
Sosyal Medya Tutkunu,28.22,146.13,0.203,0.453,0.986
Sosyal Medya Tutkunu,27.44,84.38,0.104,0.550,1.093
Sosyal Medya Tutkunu,30.51,177.24,0.179,0.539,1.015
Sosyal Medya Tutkunu,11.88,160.94,0.206,0.467,1.035
Sosyal Medya Tutkunu,33.27,180.65,0.113,0.604,0.945
Sosyal Medya Tutkunu,20.14,193.94,0.146,0.679,1.026
Sosyal Medya Tutkunu,31.02,212.17,0.187,0.677,1.073
Sosyal Medya Tutkunu,22.85,170.76,0.138,0.535,0.966
Sosyal Medya Tutkunu,21.27,172.94,0.181,0.581,1.111
Sosyal Medya Tutkunu,9.53,162.01,0.225,0.480,1.050
Sosyal Medya Tutkunu,37.76,199.73,0.152,0.745,1.064
Sosyal Medya Tutkunu,26.75,146.06,0.186,0.533,1.161
Sosyal Medya Tutkunu,24.74,164.80,0.130,0.686,0.986
Sosyal Medya Tutkunu,31.20,152.25,0.214,0.471,0.962
Sosyal Medya Tutkunu,19.29,186.03,0.145,0.500,0.870
Sosyal Medya Tutkunu,20.73,195.08,0.235,0.517,1.045
Sosyal Medya Tutkunu,17.29,183.74,0.264,0.513,0.931
Sosyal Medya Tutkunu,36.42,130.78,0.126,0.446,0.972
Sosyal Medya Tutkunu,31.00,210.42,0.222,0.473,0.941
Sosyal Medya Tutkunu,28.39,146.97,0.167,0.518,0.994
Sosyal Medya Tutkunu,30.26,161.55,0.191,0.418,1.153
Sosyal Medya Tutkunu,29.71,143.52,0.179,0.597,1.096
Sosyal Medya Tutkunu,25.32,149.11,0.172,0.492,1.099
Sosyal Medya Tutkunu,30.02,191.64,0.125,0.574,0.912
Sosyal Medya Tutkunu,26.43,176.70,0.234,0.488,1.005
Sosyal Medya Tutkunu,22.74,140.11,0.147,0.554,1.099
Sosyal Medya Tutkunu,21.60,165.02,0.252,0.679,1.090
Sosyal Medya Tutkunu,27.65,129.80,0.175,0.565,0.990
Sosyal Medya Tutkunu,26.16,187.57,0.159,0.735,1.156
Sosyal Medya Tutkunu,25.56,171.05,0.251,0.608,1.057
Sosyal Medya Tutkunu,34.07,180.53,0.242,0.669,1.240
Sosyal Medya Tutkunu,28.07,153.27,0.191,0.590,1.150
Sosyal Medya Tutkunu,36.45,176.15,0.167,0.489,1.100
Sosyal Medya Tutkunu,21.31,171.93,0.115,0.582,0.968
Sosyal Medya Tutkunu,36.14,158.25,0.241,0.630,0.975
Sosyal Medya Tutkunu,28.75,166.25,0.250,0.678,1.034
Sosyal Medya Tutkunu,17.68,173.81,0.183,0.656,1.006
Sosyal Medya Tutkunu,19.37,201.54,0.076,0.515,0.996
Sosyal Medya Tutkunu,26.97,154.40,0.183,0.762,1.127
Sosyal Medya Tutkunu,21.08,150.17,0.101,0.624,0.905
Sosyal Medya Tutkunu,30.98,144.05,0.169,0.496,0.968
Sosyal Medya Tutkunu,27.54,195.54,0.163,0.560,1.024
Sosyal Medya Tutkunu,29.05,181.91,0.222,0.549,0.881
Sosyal Medya Tutkunu,14.90,144.05,0.150,0.723,0.934
Sosyal Medya Tutkunu,27.21,138.73,0.157,0.467,0.909
Sosyal Medya Tutkunu,18.92,135.27,0.252,0.548,0.996
Sosyal Medya Tutkunu,31.00,126.84,0.121,0.681,1.061
Sosyal Medya Tutkunu,22.47,120.45,0.142,0.465,0.978
Sosyal Medya Tutkunu,30.62,172.91,0.165,0.622,1.105
Sosyal Medya Tutkunu,26.21,183.81,0.203,0.552,1.014
Sosyal Medya Tutkunu,22.68,155.88,0.206,0.565,1.088
Sosyal Medya Tutkunu,33.46,177.44,0.225,0.568,0.934
Sosyal Medya Tutkunu,27.33,137.31,0.172,0.569,1.052
Sosyal Medya Tutkunu,19.22,138.28,0.199,0.565,0.889
Sosyal Medya Tutkunu,36.57,175.45,0.187,0.528,0.968
Sosyal Medya Tutkunu,11.08,141.47,0.131,0.606,0.980
Sosyal Medya Tutkunu,30.00,161.41,0.277,0.640,1.008
Sosyal Medya Tutkunu,28.77,167.47,0.188,0.617,1.033
Sosyal Medya Tutkunu,26.81,152.25,0.203,0.614,1.007
Sosyal Medya Tutkunu,16.49,139.79,0.164,0.405,1.047
Sosyal Medya Tutkunu,26.72,187.36,0.131,0.561,0.897
Sosyal Medya Tutkunu,25.88,199.30,0.150,0.466,0.964
Sosyal Medya Tutkunu,18.00,185.02,0.248,0.462,1.021
Sosyal Medya Tutkunu,14.86,138.87,0.241,0.506,1.038
Sosyal Medya Tutkunu,24.86,162.75,0.074,0.600,1.155
Sosyal Medya Tutkunu,24.92,137.81,0.123,0.570,1.119
Sosyal Medya Tutkunu,23.37,142.97,0.252,0.510,0.967
Sosyal Medya Tutkunu,30.89,163.20,0.203,0.698,1.048
Sosyal Medya Tutkunu,23.13,198.52,0.118,0.491,1.157
Sosyal Medya Tutkunu,30.30,171.35,0.108,0.322,1.073
Sosyal Medya Tutkunu,34.37,145.91,0.265,0.522,1.054
Sosyal Medya Tutkunu,27.16,154.75,0.087,0.474,0.966
Sosyal Medya Tutkunu,23.57,142.68,0.211,0.534,1.079
Sosyal Medya Tutkunu,22.63,159.26,0.182,0.461,0.993
Sosyal Medya Tutkunu,25.48,139.77,0.201,0.439,1.103
Sosyal Medya Tutkunu,42.18,179.10,0.178,0.404,0.929
Sosyal Medya Tutkunu,35.48,136.65,0.188,0.585,1.048
Sosyal Medya Tutkunu,27.15,192.36,0.178,0.539,1.024
Sosyal Medya Tutkunu,22.10,124.72,0.246,0.647,1.032
Sosyal Medya Tutkunu,23.38,165.86,0.092,0.480,0.995
Sosyal Medya Tutkunu,22.06,179.17,0.148,0.491,1.001
Sosyal Medya Tutkunu,23.47,185.76,0.225,0.572,1.175
Sosyal Medya Tutkunu,27.27,151.30,0.185,0.464,1.012
Sosyal Medya Tutkunu,28.12,180.45,0.204,0.457,0.912
Sosyal Medya Tutkunu,19.11,179.23,0.200,0.502,1.177
Sosyal Medya Tutkunu,18.76,190.16,0.162,0.638,1.173
Sosyal Medya Tutkunu,27.11,155.79,0.215,0.611,0.969
Sosyal Medya Tutkunu,33.64,170.38,0.228,0.663,0.938
Sosyal Medya Tutkunu,29.98,130.15,0.079,0.598,0.883
Sosyal Medya Tutkunu,31.59,155.74,0.170,0.558,0.895
Sosyal Medya Tutkunu,23.81,164.51,0.141,0.475,1.071
Sosyal Medya Tutkunu,17.84,157.57,0.275,0.649,0.999
Sosyal Medya Tutkunu,23.44,181.34,0.176,0.491,1.152
Sosyal Medya Tutkunu,27.76,174.57,0.185,0.585,1.062
Sosyal Medya Tutkunu,20.60,157.46,0.164,0.482,1.051
Sosyal Medya Tutkunu,25.72,152.34,0.217,0.495,0.980
Sosyal Medya Tutkunu,22.09,198.54,0.232,0.551,1.033
Sosyal Medya Tutkunu,34.88,150.77,0.170,0.497,1.032
Sosyal Medya Tutkunu,29.05,194.09,0.111,0.625,1.121
Sosyal Medya Tutkunu,29.93,160.16,0.128,0.511,0.982
Sosyal Medya Tutkunu,26.10,137.37,0.091,0.427,1.028
Sosyal Medya Tutkunu,18.14,192.69,0.158,0.621,0.974
Sosyal Medya Tutkunu,29.35,193.41,0.155,0.596,0.862
Sosyal Medya Tutkunu,25.46,162.04,0.098,0.633,1.154
Sosyal Medya Tutkunu,44.50,172.72,0.195,0.398,0.963
Sosyal Medya Tutkunu,26.08,139.63,0.180,0.506,1.131
Sosyal Medya Tutkunu,21.71,186.40,0.154,0.521,0.968
